#,Tracker,Stato,Priorità,Oggetto,Assegnato a,Categoria,Inizio,Scadenza,Tempo stimato,Tempo impiegato,Creato,Chiuso,Caratteristica di riferimento,Descrizione
565587,To-Do,Closed,Normal,"java:S3740:  ""Provide the parametrized type for this generic.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,08","0,02",2023-04-19 19:18,2023-04-26 11:40,Maintenance (Code Smells),Key: AYcjwP13X6s91pIT17oC Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java - startLine: 506;startOffset: 14;endOffset: 18;endLine: 506
565588,To-Do,Closed,Normal,"java:S1172:  ""Remove this unused method parameter features.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,08","0,02",2023-04-19 19:18,2023-05-03 17:44,Maintenance (Code Smells),Key: AYcjwP5cX6s91pIT17oK Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/MapDeserializer.java - startLine: 60;startOffset: 100;endOffset: 108;endLine: 60
565589,To-Do,Closed,Normal,"java:S3740:  ""Provide the parametrized type for this generic.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,08","0,02",2023-04-19 19:18,2023-04-26 13:36,Maintenance (Code Smells),Key: AYcjwPrVX6s91pIT17nL Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/MapSerializer.java - startLine: 87;startOffset: 17;endOffset: 22;endLine: 87
565590,To-Do,Closed,Normal,"java:S3740:  ""Provide the parametrized type for this generic.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,08","0,02",2023-04-19 19:18,2023-04-26 15:50,Maintenance (Code Smells),Key: AYcjwPv5X6s91pIT17nb Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/ObjectArrayCodec.java - startLine: 146;startOffset: 12;endOffset: 24;endLine: 146
565591,To-Do,Closed,Normal,"java:S1854:  ""Remove this useless assignment to local variable initOffset.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,25","0,02",2023-04-19 19:18,2023-04-20 13:51,Maintenance (Code Smells),Key: AYcjwPwgX6s91pIT17nm Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/SerializeWriter.java - startLine: 1116;startOffset: 29;endOffset: 37;endLine: 1116
565592,To-Do,Closed,Normal,"java:S1854:  ""Remove this useless assignment to local variable fieldAnnotation.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,25","0,02",2023-04-19 19:18,2023-04-21 18:35,Maintenance (Code Smells),Key: AYcjwPx1X6s91pIT17nv Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/FieldSerializer.java - startLine: 207;startOffset: 38;endOffset: 65;endLine: 207
565593,To-Do,Closed,Normal,"java:S1854:  ""Remove this useless assignment to local variable c3.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,25","0,02",2023-04-19 19:18,2023-04-26 11:51,Maintenance (Code Smells),Key: AYcjwPyIX6s91pIT17n2 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/JodaCodec.java - startLine: 181;startOffset: 20;endOffset: 36;endLine: 181
565594,To-Do,Closed,Normal,"java:S1066:  ""Merge this if statement with the enclosing one.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,08","0,02",2023-04-19 19:18,2023-04-26 11:50,Maintenance (Code Smells),Key: AYcjwPyIX6s91pIT17nx Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/JodaCodec.java - startLine: 320;startOffset: 12;endOffset: 14;endLine: 320
565595,To-Do,Closed,Normal,"java:S1181:  ""Catch Exception instead of Throwable.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,33","0,02",2023-04-19 19:18,2023-04-21 16:25,Maintenance (Code Smells),Key: AYcjwQF0X6s91pIT17os Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/util/TypeUtils.java - startLine: 2721;startOffset: 17;endOffset: 26;endLine: 2721
565596,To-Do,Closed,Normal,"java:S1068:  ""Remove this unused oracleTimestampMethodInited private field.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,08","0,02",2023-04-19 19:18,2023-04-21 16:22,Maintenance (Code Smells),Key: AYcjwQF0X6s91pIT17ot Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/util/TypeUtils.java - startLine: 62;startOffset: 27;endOffset: 54;endLine: 62
565597,To-Do,Closed,Normal,"java:S1068:  ""Remove this unused oracleTimestampMethod private field.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,08","0,02",2023-04-19 19:18,2023-04-21 16:22,Maintenance (Code Smells),Key: AYcjwQF0X6s91pIT17ou Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/util/TypeUtils.java - startLine: 63;startOffset: 26;endOffset: 47;endLine: 63
565598,To-Do,Closed,Normal,"java:S1068:  ""Remove this unused oracleDateMethodInited private field.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,08","0,02",2023-04-19 19:18,2023-04-21 16:23,Maintenance (Code Smells),Key: AYcjwQF0X6s91pIT17ov Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/util/TypeUtils.java - startLine: 64;startOffset: 27;endOffset: 49;endLine: 64
565599,To-Do,Closed,Normal,"java:S1172:  ""Remove this unused method parameter label.""",Vito Mastrandrea,MAJOR,2023-04-19,2023-05-03,"0,08","0,03",2023-04-19 19:18,2023-04-26 16:34,Maintenance (Code Smells),Key: AYcjwQH8X6s91pIT17pC Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/util/FieldInfo.java - startLine: 127;startOffset: 28;endOffset: 33;endLine: 127
