#,Tracker,Stato,Priorità,Oggetto,Assegnato a,Categoria,Inizio,Scadenza,Tempo stimato,Tempo impiegato,Creato,Chiuso,Caratteristica di riferimento,Descrizione
327638,To-Do,Closed,Normal,"java:S2111:  ""Use BigDecimal.valueOf instead.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,08","0,08",2022-12-03 13:19,2022-12-07 11:47,Reliability (Bugs),Key: AYSMG91nmuymsPtOyEg- Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2279;startOffset: 20;endOffset: 46;endLine: 2279
327639,To-Do,Closed,Normal,"java:S2111:  ""Use BigDecimal.valueOf instead.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,08","0,08",2022-12-03 13:19,2022-12-07 11:39,Reliability (Bugs),Key: AYSMG91nmuymsPtOyEg9 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2277;startOffset: 20;endOffset: 45;endLine: 2277
327640,To-Do,Closed,Normal,"java:S5164:  ""Call remove() on bytesLocal.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-06 12:23,Reliability (Bugs),Key: AYSMG92FmuymsPtOyEi6 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1265;startOffset: 45;endOffset: 55;endLine: 1265
327641,To-Do,Closed,Normal,"java:S5164:  ""Call remove() on charsLocal.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-06 12:15,Reliability (Bugs),Key: AYSMG92FmuymsPtOyEi7 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1283;startOffset: 45;endOffset: 55;endLine: 1283
327642,To-Do,Closed,Normal,"java:S5164:  ""Call remove() on bufLocal.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-05 17:21,Reliability (Bugs),Key: AYSMG92tmuymsPtOyEj_ Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONValidator.java - startLine: 428;startOffset: 49;endOffset: 57;endLine: 428
327643,To-Do,Closed,Normal,"java:S5164:  ""Use remove() instead of set(null).""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-06 12:56,Reliability (Bugs),Key: AYSMG92tmuymsPtOyEkB Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONValidator.java - startLine: 439;startOffset: 16;endOffset: 34;endLine: 439
327644,To-Do,Closed,Normal,"java:S5164:  ""Call remove() on bufLocal.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-06 13:06,Reliability (Bugs),Key: AYSMG92tmuymsPtOyEkE Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONValidator.java - startLine: 555;startOffset: 49;endOffset: 57;endLine: 555
327645,To-Do,Closed,Normal,"java:S5164:  ""Use remove() instead of set(null).""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-06 13:06,Reliability (Bugs),Key: AYSMG92tmuymsPtOyEkG Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONValidator.java - startLine: 567;startOffset: 16;endOffset: 34;endLine: 567
327646,To-Do,Closed,Normal,"java:S5164:  ""Call remove() on seperatorLocal.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-05 16:25,Reliability (Bugs),Key: AYSMG9d3muymsPtOyD0Y Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/AfterFilter.java - startLine: 9;startOffset: 53;endOffset: 67;endLine: 9
327647,To-Do,Closed,Normal,"java:S5164:  ""Call remove() on serializerLocal.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-05 16:23,Reliability (Bugs),Key: AYSMG9d3muymsPtOyD0Z Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/AfterFilter.java - startLine: 8;startOffset: 53;endOffset: 68;endLine: 8
327648,To-Do,Closed,Normal,"java:S4973:  ""Strings and Boxed types should be compared using equals().""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,08","0,12",2022-12-03 13:19,2022-12-08 11:44,Reliability (Bugs),Key: AYSMG9ewmuymsPtOyD1- Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/JavaBeanSerializer.java - startLine: 415;startOffset: 24;endOffset: 26;endLine: 415
327649,To-Do,Closed,Normal,"java:S2583:  ""Change this condition so that it does not always evaluate to false""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,25","0,03",2022-12-03 13:19,2022-12-08 11:55,Reliability (Bugs),Key: AYSMG9f_muymsPtOyD3i Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/CalendarCodec.java - startLine: 41;startOffset: 12;endOffset: 30;endLine: 41
327650,To-Do,Closed,Normal,"java:S2259:  ""A NullPointerException could be thrown; preWriter is nullable here.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,2",2022-12-03 13:19,2022-12-08 12:16,Reliability (Bugs),Key: AYSMG9femuymsPtOyD2_ Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/MapSerializer.java - startLine: 271;startOffset: 20;endOffset: 35;endLine: 271
327651,To-Do,Closed,Normal,"java:S5164:  ""Call remove() on seperatorLocal.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-07 10:11,Reliability (Bugs),Key: AYSMG9fKmuymsPtOyD2U Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/BeforeFilter.java - startLine: 6;startOffset: 53;endOffset: 67;endLine: 6
327652,To-Do,Closed,Normal,"java:S5164:  ""Call remove() on serializerLocal.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-07 10:11,Reliability (Bugs),Key: AYSMG9fKmuymsPtOyD2V Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/BeforeFilter.java - startLine: 5;startOffset: 53;endOffset: 68;endLine: 5
327653,To-Do,Closed,Normal,"java:S1872:  ""Use an instanceof comparison instead.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,08","0,08",2022-12-03 13:19,2022-12-07 17:48,Reliability (Bugs),Key: AYSMG9hqmuymsPtOyD8K Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/MiscCodec.java - startLine: 157;startOffset: 19;endOffset: 77;endLine: 157
327654,To-Do,Closed,Normal,"java:S2259:  ""A NullPointerException could be thrown; preWriter is nullable here.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,15",2022-12-03 13:19,2022-12-08 12:23,Reliability (Bugs),Key: AYSMG9jBmuymsPtOyD8e Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/ObjectArrayCodec.java - startLine: 98;startOffset: 28;endOffset: 43;endLine: 98
327655,To-Do,Closed,Normal,"java:S5164:  ""Call remove() on bufLocal.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-06 12:42,Reliability (Bugs),Key: AYSMG9jXmuymsPtOyD9T Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/SerializeWriter.java - startLine: 37;startOffset: 45;endOffset: 53;endLine: 37
327656,To-Do,Closed,Normal,"java:S5164:  ""Call remove() on bytesBufLocal.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-06 12:48,Reliability (Bugs),Key: AYSMG9jXmuymsPtOyD9U Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/SerializeWriter.java - startLine: 38;startOffset: 45;endOffset: 58;endLine: 38
327657,To-Do,Closed,Normal,"java:S5164:  ""Use remove() instead of set(null).""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,17","0,08",2022-12-03 13:19,2022-12-06 12:42,Reliability (Bugs),Key: AYSMG9jXmuymsPtOyD9Z Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/SerializeWriter.java - startLine: 114;startOffset: 12;endOffset: 30;endLine: 114
327658,To-Do,Closed,Normal,"java:S4973:  ""Strings and Boxed types should be compared using equals().""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,08","0,08",2022-12-03 13:19,2022-12-08 10:54,Reliability (Bugs),Key: AYSMG9mamuymsPtOyEAi Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/StackTraceElementDeserializer.java - startLine: 95;startOffset: 27;endOffset: 29;endLine: 95
327659,To-Do,Closed,Normal,"java:S4973:  ""Strings and Boxed types should be compared using equals().""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,08","0,08",2022-12-03 13:19,2022-12-08 10:29,Reliability (Bugs),Key: AYSMG9mmmuymsPtOyEBQ Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java - startLine: 724;startOffset: 31;endOffset: 33;endLine: 724
327660,To-Do,Closed,Normal,"java:S4973:  ""Strings and Boxed types should be compared using equals().""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,08","0,08",2022-12-03 13:19,2022-12-08 10:40,Reliability (Bugs),Key: AYSMG9mmmuymsPtOyEBR Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java - startLine: 787;startOffset: 53;endOffset: 55;endLine: 787
327661,To-Do,Closed,Normal,"java:S1872:  ""Use an instanceof comparison instead.""",Vito Mastrandrea,MAJOR,2022-12-03,2022-12-09,"0,08","0,17",2022-12-03 13:19,2022-12-07 17:10,Reliability (Bugs),Key: AYSMG9mmmuymsPtOyEBz Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/JavaBeanDeserializer.java - startLine: 1480;startOffset: 78;endOffset: 141;endLine: 1480
327662,To-Do,Closed,Normal,"java:S4973:  ""Strings and Boxed types should be compared using equals().""",Vincenzo Pellegrini,MAJOR,2022-12-03,2022-12-09,"0,08","0,03",2022-12-03 13:19,2022-12-03 18:35,Reliability (Bugs),Key: AYSMG9mQmuymsPtOyEAI Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/FieldDeserializer.java - startLine: 142;startOffset: 59;endOffset: 61;endLine: 142
327663,To-Do,Closed,Normal,"java:S4973:  ""Strings and Boxed types should be compared using equals().""",Vincenzo Pellegrini,MAJOR,2022-12-03,2022-12-09,"0,08","0,03",2022-12-03 13:19,2022-12-03 18:32,Reliability (Bugs),Key: AYSMG9mQmuymsPtOyEAJ Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/FieldDeserializer.java - startLine: 143;startOffset: 59;endOffset: 61;endLine: 143
327664,To-Do,Closed,Normal,"java:S2259:  ""A NullPointerException could be thrown; value is nullable here.""",Vincenzo Pellegrini,MAJOR,2022-12-03,2022-12-09,"0,17","0,5",2022-12-03 13:19,2022-12-04 15:22,Reliability (Bugs),Key: AYSMG9mQmuymsPtOyEAK Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/FieldDeserializer.java - startLine: 66;startOffset: 20;endOffset: 41;endLine: 66
327665,To-Do,Closed,Normal,"java:S2259:  ""A NullPointerException could be thrown; value is nullable here.""",Vincenzo Pellegrini,MAJOR,2022-12-03,2022-12-09,"0,17","0,02",2022-12-03 13:19,2022-12-04 15:22,Reliability (Bugs),Key: AYSMG9mQmuymsPtOyEAL Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/FieldDeserializer.java - startLine: 176;startOffset: 39;endOffset: 66;endLine: 176
327666,To-Do,Closed,Normal,"java:S2259:  ""A NullPointerException could be thrown; value is nullable here.""",Vincenzo Pellegrini,MAJOR,2022-12-03,2022-12-09,"0,17","0,02",2022-12-03 13:19,2022-12-04 15:22,Reliability (Bugs),Key: AYSMG9mQmuymsPtOyEAM Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/FieldDeserializer.java - startLine: 90;startOffset: 39;endOffset: 66;endLine: 90
327667,To-Do,Closed,Normal,"java:S2259:  ""A NullPointerException could be thrown; value is nullable here.""",Vincenzo Pellegrini,MAJOR,2022-12-03,2022-12-09,"0,17","0,02",2022-12-03 13:19,2022-12-04 15:22,Reliability (Bugs),Key: AYSMG9mQmuymsPtOyEAN Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/FieldDeserializer.java - startLine: 107;startOffset: 49;endOffset: 70;endLine: 107
327668,To-Do,Closed,Normal,"java:S2259:  ""A NullPointerException could be thrown; value is nullable here.""",Vincenzo Pellegrini,MAJOR,2022-12-03,2022-12-09,"0,17","0,02",2022-12-03 13:19,2022-12-04 15:22,Reliability (Bugs),Key: AYSMG9mQmuymsPtOyEAO Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/parser/deserializer/FieldDeserializer.java - startLine: 83;startOffset: 39;endOffset: 63;endLine: 83
