#,Tracker,Stato,Priorità,Oggetto,Assegnato a,Categoria,Inizio,Scadenza,Tempo stimato,Tempo impiegato,Creato,Chiuso,Caratteristica di riferimento,Descrizione
324921,To-Do,Closed,Normal,"java:S2755:  ""Disable access to external entities in XML parsing.""",Maurizio Prudente		,BLOCKER,29/11/2022,30/11/2022,"0,25","0,5",29/11/2022 19:26,30/11/2022 13:05,Security (Vulnerabilities),Key: AYSMG9hqmuymsPtOyD8E Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/serializer/MiscCodec.java - startLine: 171;startOffset: 65;endOffset: 76;endLine: 171
324922,To-Do,Closed,Normal,"javasecurity:S5145:  ""Change this code to not log user-controlled data.""",Vincenzo Pellegrini,MINOR,29/11/2022,30/11/2022,"0,5","0,15",29/11/2022 19:26,30/11/2022 13:04,Security (Vulnerabilities),Key: AYSMG9szmuymsPtOyESU Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/support/spring/FastJsonJsonView.java - startLine: 278;startOffset: 20;endOffset: 84;endLine: 278
324923,To-Do,Closed,Normal,"javasecurity:S5145:  ""Change this code to not log user-controlled data.""",Vito Mastrandrea,MINOR,29/11/2022,30/11/2022,"0,5","0,5",29/11/2022 19:26,30/11/2022 19:54,Security (Vulnerabilities),Key: AYSMG9s9muymsPtOyESX Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/support/spring/JSONPResponseBodyAdvice.java - startLine: 70;startOffset: 16;endOffset: 83;endLine: 70
